Language,Comment,SourceCode,Issue Type,Code Fix
Java,initializing array,"    public static void initializeCDI(Application application){
        JSFExtensionFactory factory = instance.get();
        if(factory != null){
            if(factory.cdiJSFInitializerService != null){
                CDIJSFInitializer cdiInitializer = factory.cdiJSFInitializerService.getService();
                if(cdiInitializer != null){
                    cdiInitializer.initializeCDIJSFELContextListenerAndELResolver(application);
                    cdiInitializer.initializeCDIJSFViewHandler(application);
                }
            }
        }
    }",Código em Conformidade,
Java,priority queue,"    @Override
	public final void setPriority(int priority) throws JMSException
    {
        if (priority < 0 || priority > 9)
            throw new FFMQException(""Invalid priority value : ""+priority,""INVALID_PRIORITY"");
        
        this.defaultPriority = priority;
    }",Código em Conformidade,
Java,how to randomly pick a number,"  private int pickRandomSlotInR() {
    assert r_ > 0;
    final int offset = h_ + m_;
    if (r_ == 1) {
      return offset;
    } else {
      return offset + SamplingUtil.rand.nextInt(r_);
    }
  }",Código em Conformidade,
Java,filter array,"	public static <A> A[] arrayFilter(A[] arr, Predicate<A> accept) {
		if (arr == null || arr.length == 0)
			return arr;
		A[] accepted = newArray(arr, arr.length);
		int j = 0;
		for (int i = 0; i < arr.length; i++)
			if (accept.test(arr[i]))
				accepted[j++] = arr[i];
		return j == arr.length ? arr : copyOf(accepted, j);
	}",Código em Conformidade,
Java,socket recv timeout,"	public static Socket setupSocket( Socket socket , int socketSendBufferSize , int socketRecvBufferSize ) throws PacketTransportException
    {
    	try
    	{
	    	socket.setTcpNoDelay(true);    	
	    	socket.setSendBufferSize(socketSendBufferSize);
	    	socket.setReceiveBufferSize(socketRecvBufferSize);
	    	socket.setKeepAlive(false);
	    	
	    	return socket;
    	}
    	catch (SocketException e)
    	{
    		throw new PacketTransportException(""Could not set socket options"",e);
    	}
    }",Código em Conformidade,
Java,read text file line by line,"    protected void readLineByLine() {
        String line;
        try {
            while ((line = data.readLine()) != null) {
                //System.out.println(line);
                ObjectNode interaction = (ObjectNode) DataSiftClient.MAPPER.readTree(line);
                send(new Interaction(interaction));
            }
            buffer.discardReadBytes();
        } catch (IOException e) {
            log.info(""Failed to decode interaction "", e);
        }
    }",Código com Débito Técnico,
Java,find int in string,"    public String find(PushbackReader in, int size) throws IOException, SyntaxErrorException
    {
        if (acceptEmpty)
        {
            throw new IllegalArgumentException(""using find for  '"" + expression + ""'  that accepts empty string"");
        }
        InputReader reader = Input.getInstance(in, size);
        int rc = find(reader);
        reader.release();
        if (rc == 1)
        {
            return reader.getString();
        }
        else
        {
            throw new SyntaxErrorException(""string matching  '"" + expression + ""'  not found"");
        }
    }",Código em Conformidade,
Java,heatmap from 3d coordinates,"    private static GeometricParity geometric3D(int i, int[] adjacent, IAtomContainer container) {

        IAtom atom = container.getAtom(i);
        Point3d[] coordinates = new Point3d[4];

        // set the forth ligand to centre as default (overwritten if
        // we have 4 neighbors)
        if (atom.getPoint3d() != null)
            coordinates[3] = atom.getPoint3d();
        else
            return null;

        // for each neighboring atom check if we have 3D coordinates
        for (int j = 0; j < adjacent.length; j++) {
            IAtom neighbor = container.getAtom(adjacent[j]);

            if (neighbor.getPoint3d() != null)
                coordinates[j] = neighbor.getPoint3d();
            else
                return null; // skip to next atom
        }

        // add new 3D stereo encoder
        return new Tetrahedral3DParity(coordinates);

    }",Código em Conformidade,
Java,set file attrib hidden,"    public static File writeARFF(TrainingCorpus corpus, Lexicon lexicon,
            boolean b, String vector_location,
            Map<Integer, Integer> attributeMapping) throws IOException {
        File vectorFile = new File(vector_location);
        PrintWriter out = null;
        out = new PrintWriter(new FileWriter(vectorFile));

        out.print(""%\n% Dataset generated by the TextClassifiation API\n%\n\n"");

        // generate the arff headers
        out.print(""@relation dataset\n\n"");

        // label values
        out.print(""@attribute label {"");
        boolean isFirst = true;
        for (String l : lexicon.getLabels()) {
            if (!isFirst)
                out.print("","");
            out.print(l);
            isFirst = false;
        }
        out.print(""}\n"");

        // dump the content of the lexicon file
        int attributeNum = lexicon.getAttributesNum();
        Map<Integer, String> iindex = lexicon.getInvertedIndex();
        for (int c = 1; c <= attributeNum; c++) {
            String attrib = iindex.get(c);
            if (attrib == null)
                attrib = ""NULL"";
            else
                attrib = attrib.replaceAll(""\\s+"", "" "");
            attrib = attrib.replaceAll(""\"""", ""&quote;"");
            if (attrib.endsWith(""\\""))
                attrib = attrib.substring(0, attrib.length() - 1);
            attrib = ""\""i_"" + c + ""_"" + attrib + ""\"""";
            out.print(""@attribute "" + attrib + ""  NUMERIC\n"");
        }

        out.print(""\n"");

        out.print(""@data\n"");

        // get an iterator on the Corpus
        // and retrieve the documents one by one
        Iterator<Document> docIterator = corpus.iterator();
        while (docIterator.hasNext()) {
            Document doc = docIterator.next();
            int label = doc.getLabel();
            // get a vector from the document
            // need a metric (e.g. relative frequency / binary)
            // and a lexicon
            // the vector is represented as a string directly
            Vector vector = null;
            if (attributeMapping == null)
                vector = doc.getFeatureVector(lexicon);
            else
                vector = doc.getFeatureVector(lexicon, attributeMapping);

            StringBuffer buffer = new StringBuffer(""{"");

            buffer.append(""0 "").append(lexicon.getLabel(label));

            // {1 X, 3 Y, 4 ""class A""}
            // index space value
            int[] indices = vector.getIndices();
            double[] values = vector.getValues();
            for (int i = 0; i < indices.length; i++) {
                if (buffer.length() > 1)
                    buffer.append("", "");
                if (indices[i] > attributeNum)
                    continue;
                buffer.append(indices[i]).append("" "").append(values[i]);
            }
            buffer.append(""}\n"");
            out.print(buffer.toString());
        }
        out.close();
        return vectorFile;
    }",Código em Conformidade,
Java,convert html to pdf,"    public static File convertPdf2Tiff(File inputPdfFile) throws IOException {
        if (PDFBOX.equals(System.getProperty(PDF_LIBRARY))) {
            return PdfBoxUtilities.convertPdf2Tiff(inputPdfFile);
        } else {
            try {
                return PdfGsUtilities.convertPdf2Tiff(inputPdfFile);
            } catch (Exception e) {
                System.setProperty(PDF_LIBRARY, PDFBOX);
                return convertPdf2Tiff(inputPdfFile);
            }
        }
    }",Código em Conformidade,
Java,copying a file to a path,"    public static void copyFile(File source, File dest) throws IOException {
        log.debug(""Copy from {} to {}"", source.getAbsoluteFile(), dest.getAbsoluteFile());
        FileInputStream fi = new FileInputStream(source);
        FileChannel fic = fi.getChannel();
        MappedByteBuffer mbuf = fic.map(FileChannel.MapMode.READ_ONLY, 0, source.length());
        fic.close();
        fi.close();
        fi = null;

        // ensure the destination directory exists
        if (!dest.exists()) {
            String destPath = dest.getPath();
            log.debug(""Destination path: {}"", destPath);
            String destDir = destPath.substring(0, destPath.lastIndexOf(File.separatorChar));
            log.debug(""Destination dir: {}"", destDir);
            File dir = new File(destDir);
            if (!dir.exists()) {
                if (dir.mkdirs()) {
                    log.debug(""Directory created"");
                } else {
                    log.warn(""Directory not created"");
                }
            }
            dir = null;
        }

        FileOutputStream fo = new FileOutputStream(dest);
        FileChannel foc = fo.getChannel();
        foc.write(mbuf);
        foc.close();
        fo.close();
        fo = null;

        mbuf.clear();
        mbuf = null;
    }",Código em Conformidade,
Java,positions of substrings in string,"  public static String[] splitString(final String s, final char c) {
    final char[] chars = s.toCharArray();
    int num_substrings = 1;
    for (final char x : chars) {
      if (x == c) {
        num_substrings++;
      }
    }
    final String[] result = new String[num_substrings];
    final int len = chars.length;
    int start = 0;  // starting index in chars of the current substring.
    int pos = 0;    // current index in chars.
    int i = 0;      // number of the current substring.
    for (; pos < len; pos++) {
      if (chars[pos] == c) {
        result[i++] = new String(chars, start, pos - start);
        start = pos + 1;
      }
    }
    result[i] = new String(chars, start, pos - start);
    return result;
  }",Código em Conformidade,
Java,buffered file reader read text,"  public Text read() throws IOException {
    if (this.mCurrentReader == null) {
      updateReader();
    }
    Text ret = this.mCurrentReader.read();
    if (ret != null)
      return ret;

    this.mCurrentIndex++;
    if (this.mCurrentIndex < this.mFiles.size()) {
      this.updateReader();
      return read();
    }

    return null;
  }",Código em Conformidade,
Java,buffered file reader read text,"    public static BufferedReader newReader(Path self) throws IOException {
        return Files.newBufferedReader(self, Charset.defaultCharset());
    }",Código em Conformidade,
Java,convert string to number,,Código em Conformidade,
Java,httpclient post json,"    private boolean httpPost(String url, String msg) {
        boolean ret = false;

        CloseableHttpClient httpClient = HttpClientBuilder.create().build();
        CloseableHttpResponse response = null;
        try {
            HttpPost request = new HttpPost(url);
            List<NameValuePair> nvps = new ArrayList<>();
            nvps.add(new BasicNameValuePair(""name"", monitorName));
            nvps.add(new BasicNameValuePair(""msg"", msg));
            request.setEntity(new UrlEncodedFormEntity(nvps));
            response = httpClient.execute(request);
            HttpEntity entity = response.getEntity();
            if (entity != null) {
                LOG.info(EntityUtils.toString(entity));
            }
            EntityUtils.consume(entity);
            ret = true;
        } catch (Exception e) {
            LOG.error(""Exception when sending http request to ali monitor"", e);
        } finally {
            try {
                if (response != null)
                    response.close();
                httpClient.close();
            } catch (Exception e) {
                LOG.error(""Exception when closing httpclient"", e);
            }
        }

        return ret;
    }",Vulnerabilidade (Injeção de Comandos - OWASP),
Java,how to extract zip file recursively,"    private void advance() throws IOException {
        if (!entries.hasNext()) {
            if (!files.hasNext()) {
                next = null;
                return;
            }
            File file = files.next();
            if (hasExtension(file.getName(), "".jar"")) {
                ZipFile zip = new JarFile(file);
                zips.add(zip);
                entries = new ZipIterator(zip);
            } else if (hasExtension(file.getName(), "".zip"")) {
                ZipFile zip = new ZipFile(file);
                zips.add(zip);
                entries = new ZipIterator(zip);
            } else if (file.isDirectory()) {
                entries = new FileIterator(file);
            } else {
                throw new IllegalArgumentException(""Do not know how to handle "" + file);
            }
        }

        boolean foundClass = false;
        while (!foundClass && entries.hasNext()) {
          next = entries.next();
          foundClass = isClass(next.getName());
        }
        if (!foundClass) {
          advance();
        }
    }",Código em Conformidade,
Java,convert html to pdf,"    public Result<String> convertToHtml(File file) throws IOException {
        return new InternalDocumentConverter(options).convertToHtml(file).toResult();
    }",Código em Conformidade,
Java,export to excel,"    public void writeExcelFile() throws IOException, WriteException {
        WritableWorkbook excelWrkBook = null;
        int curDsPointer = 0;

        try {
            final String[] columnNames = ds.getColumns();
            final List<String> exportOnlyColumnsList = getExportOnlyColumns() != null ? Arrays.asList(exportOnlyColumns) : null;
            final List<String> excludeFromExportColumnsList = getExcludeFromExportColumns() != null ? Arrays.asList(excludeFromExportColumns) : null;
            final List<String> numericColumnList = getNumericColumns() != null ? Arrays.asList(getNumericColumns()) : new ArrayList<>();
            // get the current position of the DataSet. We have to go to the top
            // to do this write,
            // and we will put the pionter back where it was after we are done
            curDsPointer = ds.getIndex();
            ds.goTop();

            excelWrkBook = Workbook.createWorkbook(xlsFile);
            final WritableSheet wrkSheet = excelWrkBook.createSheet(""results"", 0);

            final WritableFont times10ptBold = new WritableFont(WritableFont.TIMES, 10, WritableFont.BOLD);
            final WritableFont times10pt = new WritableFont(WritableFont.TIMES, 10, WritableFont.NO_BOLD);
            // write the column headings in the spreadsheet
            WritableCellFormat cellFormat = new WritableCellFormat(times10ptBold);
            int colOffset = 0;
            for (int i = 0; i < columnNames.length; i++) {
                if (exportOnlyColumnsList != null && !exportOnlyColumnsList.contains(columnNames[i])
                        || excludeFromExportColumnsList != null && excludeFromExportColumnsList.contains(columnNames[i])) {
                    colOffset++;
                    continue;
                }

                final Label xlsTextLbl = new Label(i - colOffset, 0, columnNames[i], cellFormat);
                wrkSheet.addCell(xlsTextLbl);
            }

            cellFormat = new WritableCellFormat(times10pt);
            int row = 1;
            while (ds.next()) {
                if (!ds.isRecordID(FPConstants.DETAIL_ID)) {
                    continue;
                }

                colOffset = 0;
                for (int i = 0; i < columnNames.length; i++) {
                    if (exportOnlyColumnsList != null && !exportOnlyColumnsList.contains(columnNames[i])
                            || excludeFromExportColumnsList != null && excludeFromExportColumnsList.contains(columnNames[i])) {
                        colOffset++;
                        continue;
                    }

                    WritableCell wc = null;
                    if (numericColumnList.contains(columnNames[i])) {
                        wc = new Number(i - colOffset, row, ds.getDouble(columnNames[i]), cellFormat);
                    } else {
                        wc = new Label(i - colOffset, row, ds.getString(columnNames[i]), cellFormat);
                    }

                    wrkSheet.addCell(wc);
                }

                row++;
            }

            excelWrkBook.write();

        } finally {
            if (curDsPointer > -1) {
                ds.absolute(curDsPointer);
            }
            if (excelWrkBook != null) {
                excelWrkBook.close();
            }
        }

    }",Bug Crítico,
Java,json to xml conversion,"    public static String jsonToXml(String json) {
        return jsonToXml(json, Xml.XmlStringBuilder.Step.TWO_SPACES);
    }",Código em Conformidade,
Java,matrix multiply,"    public Matrix multiply(Matrix B, ExecutorService threadPool)
    {
        Matrix C = new DenseMatrix(this.rows(), B.cols());
        multiply(B, C, threadPool);
        return C;
    }",Vulnerabilidade (Injeção de Comandos - OWASP),
Java,priority queue,"	@SuppressWarnings(""unchecked"")
	@Override
	public PriorityQueue readObject(OInput in, Class<PriorityQueue> clazz) throws IOException {
		int size = NaturalNumberIoHelper.readNaturalNumber(in);
		
		Comparator comparator = (Comparator)in.readObject();
		PriorityQueue queue = new PriorityQueue(size, comparator);
		
		for(int i=0 ; i<size ; i++) {
			queue.add(in.readObject());
		}
		
		return queue;
	}",Código em Conformidade,
Java,get the description of a http status code,"	private static String toStatusString(int theStatusCode) {
		return Integer.toString(theStatusCode) + "" "" + defaultString(Constants.HTTP_STATUS_NAMES.get(theStatusCode));
	}",Código em Conformidade,
Java,read text file line by line,"    public static void writeFile(ArrayList<String> content, String ruleFile) {
        ArrayList<String> output = new ArrayList<String>();
        File file = new File(ruleFile);
        BufferedWriter reader = null;
        try {
            reader = new BufferedWriter(new FileWriter(file));

            // read rules line by line to construct the regular expression
            for (String line : content) {
                reader.write(line + ""\n"");
            }
            reader.close();
        } catch (FileNotFoundException e) {
            e.printStackTrace();
        } catch (IOException e) {
            e.printStackTrace();
        }

    }",Código em Conformidade,
Java,encrypt aes ctr mode,"    @Override
    public String encrypt(String plainText) throws CryptoException {
        try {
            byte[] initializationVector = getIvProviderInstance().createIV();
            Cipher encryptCipher = Cipher.getInstance(""AES/CBC/PKCS5Padding"");
            encryptCipher.init(Cipher.ENCRYPT_MODE, createSecretKeySpec(), new IvParameterSpec(initializationVector));

            byte[] bytesToEncrypt = plainText.getBytes(StandardCharsets.UTF_8);
            byte[] encryptedBytes = encryptCipher.doFinal(bytesToEncrypt);

            return String.join("":"", ""AES"", ENCODER.encodeToString(initializationVector), ENCODER.encodeToString(encryptedBytes));
        } catch (Exception e) {
            throw new CryptoException(e);
        }
    }",Código em Conformidade,
Java,html encode string,"    public static String encode(String str)
    {
        String encodedValue = str;

        try
        {
            encodedValue = URLEncoder.encode(encodedValue, ""UTF-8"");

            // Spaces in NRQL queries expected to be encoded as ""%20"" instead of ""+"".
            encodedValue = encodedValue.replace(""+"", ""%20"");
        }
        catch (UnsupportedEncodingException e)
        {
            logger.severe(""Failed to encode value: ""+str);
        }

        return encodedValue;
    }",Código em Conformidade,
Java,how to randomly pick a number,"    public static IntStreamEx of(Random random, int randomNumberOrigin, int randomNumberBound) {
        return seq(random.ints(randomNumberOrigin, randomNumberBound));
    }",Código em Conformidade,
Java,normal distribution,"  public static double quantile(double x, double mu, double sigma) {
    return FastMath.exp(mu + sigma * NormalDistribution.standardNormalQuantile(x));
  }",Código em Conformidade,
Java,convert json to csv,"    public String getCsv() {

        StringWriter writer = new StringWriter();
        try (CSVWriter csv = new CSVWriter(writer)) {
            List<String> headers = new ArrayList<>();
            for (String col : m_columns) {
                headers.add(col);
            }
            csv.writeNext(headers.toArray(new String[] {}));
            for (List<Object> row : m_data) {
                List<String> colCsv = new ArrayList<>();
                for (Object col : row) {
                    colCsv.add(String.valueOf(col));
                }
                csv.writeNext(colCsv.toArray(new String[] {}));
            }
            return writer.toString();
        } catch (IOException e) {
            return null;
        }
    }",Código em Conformidade,
Java,get current process id,"	public Order startInstanceByExecution(Execution execution) {
		Process process = execution.getProcess();
		StartModel start = process.getModel().getStart();
		AssertHelper.notNull(start, ""流程定义[id="" + process.getId() + ""]没有开始节点"");
		
		Execution current = execute(process, execution.getOperator(), execution.getArgs(), 
				execution.getParentOrder().getId(), execution.getParentNodeName());
		start.execute(current);
		return current.getOrder();
	}",Vulnerabilidade (Injeção de Comandos - OWASP),
Java,how to reverse a string,"    public static String reverse(final String str) {
        if (N.isNullOrEmpty(str)) {
            return str;
        }

        final StringBuilder sb = Objectory.createStringBuilder();

        try {
            sb.append(str);

            return sb.reverse().toString();
        } finally {
            Objectory.recycle(sb);
        }
    }",Bug Crítico,
Java,get name of enumerated value,"	private static Enum<?> getEnum(String enumFullName) {
		String[] x = enumFullName.split(""\\.(?=[^\\.]+$)"");
		if (x.length == 2) {
			String enumClassName = x[0];
			String enumName = x[1];
			try {
				Class<Enum> cl = (Class<Enum>) Class.forName(enumClassName);
				return Enum.valueOf(cl, enumName);
			} catch (ClassNotFoundException e) {
				throw new RuntimeException(""Incompatible KafkaProducer version"", e);
			}
		}
		return null;
	}",Código em Conformidade,
Java,convert int to bool,"    public static boolean convertToBoolean(Object value)
    {
        if (value instanceof Boolean)
        {
            return ((Boolean) value);
        }
        else if (value instanceof String)
        {
            try
            {
                return Boolean.parseBoolean((String) value);
            }
            catch (Exception e)
            {
                throw new IllegalArgumentException(""Cannot convert "" + value.toString() + "" to boolean"");
            }
        }
        else
        {
            throw new IllegalArgumentException(""Cannot convert "" + value.toString() + "" to boolean"");
        }
    }    ",Código em Conformidade,
Java,socket recv timeout,"    protected Socket acceptSocket(int timeout)
    {
        try
        {
            Socket s = null;

            if (_listen != null)
            {
                if (_soTimeOut != timeout)
                {
                    _soTimeOut = timeout;
                    _listen.setSoTimeout(_soTimeOut);
                }

                s = _listen.accept();

                try
                {
                    if (getMaxIdleTimeMs() >= 0) s.setSoTimeout(getMaxIdleTimeMs());
                    if (_lingerTimeSecs >= 0)
                        s.setSoLinger(true, _lingerTimeSecs);
                    else
                        s.setSoLinger(false, 0);
                }
                catch (Exception e)
                {
                    LogSupport.ignore(log, e);
                }
            }
            return s;
        }
        catch (java.net.SocketException e)
        {
            // TODO - this is caught and ignored due strange
            // exception from linux java1.2.v1a
            LogSupport.ignore(log, e);
        }
        catch (InterruptedIOException e)
        {
            LogSupport.ignore(log, e);
        }
        catch (IOException e)
        {
            log.warn(LogSupport.EXCEPTION, e);
        }
        return null;
    }",Código em Conformidade,
Java,how to read the contents of a .gz compressed file?,"  public static InputStream decompress(final InputStream in, final String fileName) throws IOException
  {
    if (fileName.endsWith(GZ_SUFFIX)) {
      return gzipInputStream(in);
    } else if (fileName.endsWith(BZ2_SUFFIX)) {
      return new BZip2CompressorInputStream(in, true);
    } else if (fileName.endsWith(XZ_SUFFIX)) {
      return new XZCompressorInputStream(in, true);
    } else if (fileName.endsWith(SNAPPY_SUFFIX)) {
      return new FramedSnappyCompressorInputStream(in);
    } else if (fileName.endsWith(ZSTD_SUFFIX)) {
      return new ZstdCompressorInputStream(in);
    } else if (fileName.endsWith(ZIP_SUFFIX)) {
      // This reads the first file in the archive.
      final ZipInputStream zipIn = new ZipInputStream(in, StandardCharsets.UTF_8);
      try {
        final ZipEntry nextEntry = zipIn.getNextEntry();
        if (nextEntry == null) {
          zipIn.close();

          // No files in the archive - return an empty stream.
          return new ByteArrayInputStream(new byte[0]);
        }
        return zipIn;
      }
      catch (IOException e) {
        try {
          zipIn.close();
        }
        catch (IOException e2) {
          e.addSuppressed(e2);
        }
        throw e;
      }
    } else {
      return in;
    }
  }",Código em Conformidade,
Java,scatter plot,"    public void addScatterPlot(String scatterID, String xAxisLabel, String yAxisLabel) throws ShanksException {
        if (!this.timeCharts.containsKey(scatterID)) {
            ScatterPlotGenerator scatter = new ScatterPlotGenerator();
            scatter.setTitle(scatterID);
            scatter.setXAxisLabel(xAxisLabel);
            scatter.setYAxisLabel(yAxisLabel);
            this.scatterPlots.put(scatterID, scatter);
        } else {
            throw new DuplicatedChartIDException(scatterID);
        }
    }",Código em Conformidade,
Java,parse command line argument,"    public static void main(String[] args) throws IOException {

        Arguments arguments = new Arguments().parse(args);

        if (arguments.isUseCommonsLang3()) {
            System.err.println(""--commons-lang3 is deprecated. Please remove the argument from your command-line arguments."");
        }

        Jsonschema2Pojo.generate(arguments);
    }",Código em Conformidade,
Java,extract data from html content,"  private void extract(String htmlDoc) {

    //now extract the contents of <body>...
    int bodyStart = htmlDoc.indexOf(BODY_BEGIN) + BODY_BEGIN.length();

    //scan for end of the <body> start tag (beginning of body content)
    char quote = NOT_IN_QUOTE;
    for (int body = bodyStart; body < htmlDoc.length(); body++) {
      final char c = htmlDoc.charAt(body);
      if (isQuoteChar(c)) {
        if (quote == NOT_IN_QUOTE)
          quote = c;
        else if (quote == c)
          quote = NOT_IN_QUOTE;
      }

      if ('>' == c && NOT_IN_QUOTE == quote) {
        bodyStart = body + 1;
        break;
      }
    }

    int bodyEnd = htmlDoc.indexOf(BODY_END, bodyStart);

    //if there was no body tag, just embed whatever was rendered directly
    if (-1 == bodyEnd) {
      EmbeddedRespond.this.body = htmlDoc;
    } else
      EmbeddedRespond.this.body = htmlDoc.substring(bodyStart, bodyEnd);
  }",Código em Conformidade,
Java,priority queue,"    public static <E> PriorityQueue<E> newPriorityQueue(final PriorityQueue<? extends E> c) {
        return new PriorityQueue<E>(c);
    }",Código em Conformidade,
Java,save list to file,"  public void saveListTo(final String fileName) {
    try {
      PrintStream stream = new PrintStream(new File(fileName));
      printList(stream);
      stream.close();
    } catch (FileNotFoundException e) {
      e.printStackTrace();
    }
  }",Código em Conformidade,
Java,extract data from html content,"	public String toHTML(Object content, Object extra) {
		ByteArrayOutputStream out = new ByteArrayOutputStream();
		str(content, extra, out);
		return out.toString();
	}",Código em Conformidade,
Java,string to date,"    private static String dateToString(Date date) {
        return date == null ? """" : new SimpleDateFormat(StageConverter.DATE_PATTERN).format(date);
    }",Código em Conformidade,
Java,postgresql connection,"    @NotNull
    private Connection ensureConnection() {
        if (sqlConnection == null) {
            try {
                sqlConnection = db.dataSource.getConnection();
            } catch (SQLException e) {
                throw new RuntimeException(""Failed to get connection from DataSource!"", e);
            }
        }
        return sqlConnection;
    }",Código em Conformidade,
Java,encode url,"    public static List<String> readLines(URL url, String encode) {
        return readLines(url, encode, 0);
    }",Código em Conformidade,
Java,extract data from html content,"	private void patternCSSExtract(HTMLMetaData data, Pattern pattern, String content) {
		Matcher m = pattern.matcher(content);
		int idx = 0;
		int contentLen = content.length();
		if (contentLen > 100000)
			// extract URLs only from the first 100 kB
			contentLen = 100000;
		while((idx < contentLen) && m.find()) {
			idx = m.end();
			String url = m.group(1);
			url = cssUrlTrimPattern.matcher(url).replaceAll("""");
			if (!url.isEmpty()) {
				data.addHref(""path"",""STYLE/#text"",""href"", url);
			}
		}
	}",Código em Conformidade,
Java,how to make the checkbox checked,"    private CheckBox createPermissionCheckBox(String id) {
        CheckBox checkBox = new CheckBox(id);
        checkBox.setOutputMarkupId(true);
        
        return checkBox;
    }",Código em Conformidade,
Java,convert decimal to hex,"	private Decimal toDecimalSlow(int precision, int scale) {
		// As data in Decimal is currently stored by BigDecimal if `precision` > Decimal.MAX_LONG_DIGITS,
		// and BigDecimal only supports String or char[] for its constructor,
		// we can't directly extract the value from BinaryString.
		//
		// As BigDecimal(char[], int, int) is faster than BigDecimal(String, int, int),
		// we extract char[] from the memory segment and pass it to the constructor of BigDecimal.
		char[] chars = SegmentsUtil.allocateReuseChars(sizeInBytes);
		int len;
		if (segments.length == 1) {
			len = StringUtf8Utils.decodeUTF8Strict(segments[0], offset, sizeInBytes, chars);
		} else {
			byte[] bytes = SegmentsUtil.allocateReuseBytes(sizeInBytes);
			ensureMaterialized();
			SegmentsUtil.copyToBytes(segments, offset, bytes, 0, sizeInBytes);
			len = StringUtf8Utils.decodeUTF8Strict(bytes, 0, sizeInBytes, chars);
		}

		if (len < 0) {
			return null;
		} else {
			// Trim white spaces
			int start = 0, end = len;
			for (int i = 0; i < len; i++) {
				if (chars[i] != ' ' && chars[i] != '\n' && chars[i] != '\t') {
					start = i;
					break;
				}
			}
			for (int i = len - 1; i >= 0; i--) {
				if (chars[i] != ' ' && chars[i] != '\n' && chars[i] != '\t') {
					end = i + 1;
					break;
				}
			}
			try {
				BigDecimal bd = new BigDecimal(chars, start, end - start);
				return Decimal.fromBigDecimal(bd, precision, scale);
			} catch (NumberFormatException nfe) {
				return null;
			}
		}
	}",Código em Conformidade,
Java,scatter plot,"    public static final void plot(FrequencyDomain fd, double minMag, Path out) throws IOException
    {
        int sampleCount = fd.getSampleCount();
        Plotter plotter = new Plotter(sampleCount, sampleCount/2);
        fd.stream(minMag).forEach((f)->plotter.drawLine(f.getFrequency(), 0, f.getFrequency(), f.getMagnitude()));
        plotter.drawCoordinateX();
        plotter.plot(out.toFile(), ""png"");
    }",Código em Conformidade,
Java,convert string to number,"    public String valueNumberToString(ValueNumber vn, FlowValue value ) {
        StringBuilder buf = new StringBuilder();

        buf.append(vn.getNumber());
        buf.append(""->"");

        buf.append(value);
        if (value != FlowValue.TOP) {
            Set<? extends SourceSinkInfo> always = getSourceSinkInfoSet(whereAlways, vn);
            Set<? extends SourceSinkInfo> never = getSourceSinkInfoSet(whereNever, vn);
            if (value != FlowValue.UNKNOWN || !always.equals(never)) {
                buf.append(""["");
                if (!always.isEmpty()) {
                    appendSourceSinkInfos(buf, ""YES="", always);
                }
                if (!always.isEmpty() && !never.isEmpty()) {
                    buf.append("","");
                }
                if (!never.isEmpty()) {
                    appendSourceSinkInfos(buf, ""NO="", never);
                }
                buf.append(""]"");
            }
        }

        return buf.toString();
    }",Código em Conformidade,
Java,custom http error response,"    @ResponseOverride(
            description = ""Return empty response"",
            blockRequest = true)
    public static void http_200_empty_response(PluginArguments args) throws Exception {
        HttpServletResponse response = args.getResponse();
        response.setStatus(Constants.statusOK);
        response.setContentType(Constants.contentType);
        PluginHelper.writeResponseContent(response, createErrorMessage(Constants.statusOK, ""\""\""""));
    }",Código em Conformidade,
Java,initializing array,"    public void initAsCopyOf(MArray array, boolean isMutable) {
        super.initAsCopyOf(array, isMutable);
        baseArray = array != null ? array.getBaseArray() : null;
        values = array != null ? new ArrayList<>(array.values) : new ArrayList<>();
    }",Código em Conformidade,
Java,finding time elapsed using a timer,"	public long getElapsedMinutes() {
		long elapsed;
		if (running) {
			elapsed = (System.nanoTime() - startTime);
		} else {
			elapsed = (stopTime - startTime);
		}
		return elapsed / nsPerMm;
	}",Código em Conformidade,
Java,get current process id,"  protected String currentProcessId() {
    String currentProcessId = getRuntimeMXBean().getName();

    if (isBlank(currentProcessId)) throw new IllegalStateException(""Unable to extract current process ID."");

    int indexOfAtSymbol = currentProcessId.indexOf(""@"");

    if (indexOfAtSymbol > 0) currentProcessId = currentProcessId.substring(0, indexOfAtSymbol);

    return currentProcessId;
  }",Código em Conformidade,
Java,priority queue,"  synchronized int size( int priority) {
    if (priority < 0 || priority >= LEVEL) {
      throw new IllegalArgumentException(""Unsupported priority: "" + priority);
    }
    return priorityQueues.get(priority).size();
  }",Código em Conformidade,
