Language,Comment,SourceCode
Java,scatter plot,"    public StaircasePlot staircase(String id, double[][] data, Color color) {
        if (data[0].length != 2 && data[0].length != 3) {
            throw new IllegalArgumentException(""Invalid data dimension: "" + data[0].length);
        }

        StaircasePlot plot = new StaircasePlot(data);
        plot.setID(id);
        plot.setColor(color);
        add(plot);
        return plot;
    }"
Java,how to determine a string is a valid word,"    public static String normalizeWord(String word) {
        return WORD_LIST.containsKey(word) ? WORD_LIST.get(word) : word;
    }"
Java,filter array,"  @SuppressWarnings(""unchecked"")
  public static <T> T[] filter(T[] array, Filter<T> filter) {

    Assert.notNull(array, ""Array is required"");
    Assert.notNull(filter, ""Filter is required"");

    List<T> arrayList = stream(array).filter(filter::accept).collect(Collectors.toList());

    return arrayList.toArray((T[]) Array.newInstance(array.getClass().getComponentType(), arrayList.size()));
  }"
Java,parse query string in url,"    private Map<String,String> parseUrlParameters(String urlstring)
        throws MalformedURLException, UnsupportedEncodingException {
        URL url = new URL(""http://site/""+urlstring);
        String query = url.getQuery();
        Hashtable<String,String> params = new Hashtable<String,String>();
        if (query!=null) {
            String[] queries = query.split(""&"");
            for (String q : queries) {
                int k = q.indexOf('=');
                String name, value;
                if (k>0) {
                    name = q.substring(0,k);
                    value = q.substring(k+1);
                } else {
                    name = q;
                    value = """";
                }
                value = java.net.URLDecoder.decode(value, ""UTF-8"");
    //          System.out.println(""   decoded: "" + name + ""='"" + value +""'"");
                params.put(name, value);
            }
        }
        return params;
    }"
Java,parse query string in url,"    public static String stripProtocol(String url) {
        //workaround to properly parse url. Without schema and available port, URI.create fails to parse
        if (!url.contains(""://"")) {
            url = ""http://"" + url;
        }

        URI uri = URI.create(url);

        String userInfo = uri.getUserInfo();

        String host = uri.getHost();
        int port = uri.getPort();
        String path = uri.getPath();

        String query = uri.getQuery();
        String queryAppend = """";
        if (query != null) {
            queryAppend = ""?"" + query;
        }

        String fragment = uri.getFragment();
        String fragmentAppend = """";
        if (fragment != null) {
            fragmentAppend = ""#"" + fragment;
        }

        return (userInfo == null ? """" : userInfo + ""@"") + (host == null ? """" : host) + (port == -1 ? """" : "":"" + port) + (path == null ? """" : path) + queryAppend + fragmentAppend;
    }"
Java,convert int to bool,"    private ModelNode convertBoolean(Xml configuration) {
        String v = getValue.apply(configuration);
        Boolean boolVal = ""true"".equalsIgnoreCase(v)
                ? Boolean.TRUE
                : (""false"".equalsIgnoreCase(v) ? Boolean.FALSE : null);
        if (boolVal == null) {
            throw new IllegalArgumentException(""'true' or 'false' expected as a boolean value."");
        }
        return new ModelNode(boolVal);
    }"
Java,how to read the contents of a .gz compressed file?,"  private void compressFileContents(@Nonnull Compressor compressor, @Nonnull File file) {
    log.trace(""Starting compressing contents of file={}"", file);

    final File targetFile = findNewFile(file.getAbsolutePath(), compressedFileSuffix);
    final File tempFile = findNewFile(file.getAbsolutePath(), tempCompressedFileSuffix);

    // compress source file contents and write result to the temp file
    try (final InputStream sourceStream = new FileInputStream(file)) {
      try (final OutputStream tempFileStream = new FileOutputStream(tempFile)) {
        try (final OutputStream compressionStream = compressor.openOutputStream(tempFileStream, file.getName())) {
          final byte[] buffer = new byte[DEFAULT_BUFFER_SIZE];

          for (;;) {
            int read = sourceStream.read(buffer);
            if (read < 0) {
              break;
            }

            compressionStream.write(buffer, 0, read);
          }
        }
      }
    } catch (IOException e) {
      log.error(""Unable to compress {} to {}"", file.getAbsolutePath(), tempFile.getAbsoluteFile(), e);

      // delete temp file
      if (tempFile.exists() && !tempFile.delete()) {
        log.error(""Unable to remove temp file {}"", tempFile.getAbsolutePath());
      }

      return;
    }

    if (!tempFile.renameTo(targetFile)) {
      log.error(""Can't rename {} to {}"", tempFile.getAbsolutePath(), targetFile.getAbsoluteFile());
      return;
    }

    // now remove old file
    if (!file.delete()) {
      log.error(""Unable to remove uncompressed log file={}"", file.getAbsolutePath());
    }

    // rename succeeded
    log.trace(""Compressed log file has been successfully created: {}"", targetFile);
  }"
Java,concatenate several file remove header lines,"  int restoreFile(String fileLocation) {
    int exitCode = 0;

    File file = new File(fileLocation);
    BufferedReader reader = null;
    FileWriter writer = null;
    try {
      reader = new BufferedReader(new FileReader(file));
      String fileLine;
      List<String> lines = new LinkedList<String>();

      while ((fileLine = reader.readLine()) != null) {
        if (fileLine.trim().startsWith(COMMENT)) {
          lines.add(fileLine.substring(COMMENT.length()));
          continue;
        } else if (fileLine.trim().endsWith(COMMENT)) {
          continue;
        }
        lines.add(fileLine);
      }

      writer = new FileWriter(file);
      for (String line : lines) {
        writer.write(line);
        writer.write(""\n"");
      }
    } catch (IOException ex) {
      exitCode = 1;
    } finally {
      try {
        if (reader != null) {
          reader.close();
        }
        if (writer != null) {
          writer.close();
        }
      } catch (IOException ioex) {
        // We did all we could to close
      }
    }

    return exitCode;
  }"
Java,how to reverse a string,"	public static String reverse(final String s) {
		StringBuilder result = new StringBuilder(s.length());
		for (int i = s.length() -1; i >= 0; i--) {
			result.append(s.charAt(i));
		}
		return result.toString();
	}"
Java,concatenate several file remove header lines,"	public Stream<String[]> lines() throws IOException {
		return Files.lines(path)
			.map(line -> line.contains(""#"") ? line.substring(0, line.indexOf('#')) : line)
			.map(line -> line.trim())
			.filter(line -> !line.isEmpty())
			.map(line -> {
				List<String> list = Arrays.stream(line.split(""\t"")).map(col -> col.trim()).collect(Collectors.toList());
				return list.toArray(new String[list.size()]);
			})
			.filter(line -> {
				if(line.length < 3) {
					LOGGER.warn(""Ignoring line <{}>. Only {} columns"", Joiner.on('t').join(line), line.length);
					return false;
				} else 
					return true;
			})
			.map(line -> {
				if(line.length > 3) { 
					LOGGER.warn(""Line <{}> has {} columns (only three columns required). Ignoring additional columns."", Joiner.on('t').join(line), line.length);
					return new String[] {line[0], line[1], line[2]};
				} else
					return line;
			});
	}"
Java,find int in string,"	public static int getOccur(String src,String find){
		int o = 0;
		int index=-1;
		while((index=src.indexOf(find,index))>-1){
			++index;
			++o;
		}
		return o;
	}"
Java,positions of substrings in string,"    private String substr(String str, int start, int length) {
        return str.substring(start, start + length);
    }"
Java,concatenate several file remove header lines,"    private String multiLineString( String[] lines )
    {
        StringBuilder sb = new StringBuilder();
        if ( lines != null && lines.length > 0 )
        {
            sb.append( lines[0] );
            for ( int i = 1; i < lines.length; i++ )
            {
                sb.append( ""\n"" );
                sb.append( lines[i] );
            }
        }
        return sb.toString();
    }"
Java,priority queue,"    @SafeVarargs
    public static <T> PriorityQueue<T> asPriorityQueue(final T... a) {
        if (N.isNullOrEmpty(a)) {
            return new PriorityQueue<>();
        }

        final PriorityQueue<T> queue = new PriorityQueue<>(a.length);

        for (T e : a) {
            queue.add(e);
        }

        return queue;
    }"
Java,get inner html,"    public String getHtml() {
        String html;
        try {
            html = (String) executeJavascript(
                    ""var node = document.doctype;\n"" +
                            ""var docType = '';\n"" +
                            ""if (node) {\n"" +
                            ""  docType = \""<!DOCTYPE \""\n"" +
                            ""+ node.name\n"" +
                            ""+ (node.publicId ? ' PUBLIC \""' + node.publicId + '\""' : '')\n"" +
                            ""+ (!node.publicId && node.systemId ? ' SYSTEM' : '') \n"" +
                            ""+ (node.systemId ? ' \""' + node.systemId + '\""' : '')\n"" +
                            ""+ '>'; }\n"" +
                            ""var html = document.documentElement.outerHTML "" +
                            ""|| '<html>' + document.documentElement.innerHTML + '</html>';\n"" +
                            ""return docType + html;""
            );
        } catch (RuntimeException e) {
            // unable to get via Javascript
            try {
                // this is very WebDriver implementation dependent, so we only use as fallback
                html = driver().getPageSource();
            } catch (Exception ex) {
                ex.printStackTrace();
                // throw original exception
                throw e;
            }
        }
        return html;
    }"
Java,regex case insensitive,"    private void setUpTextView11(View view) {
        // Setup single span
        TextView tv11 = (TextView) view.findViewById(R.id.tv11);

        CharSequence formattedText11 = Trestle.getFormattedText(
                new Span.Builder(""Regex - ForegroundColorSpan, BackgroundColorSpan, and CustomTypefaceSpan (case insensitive)"")
                        .regex(new Regex(""("", Regex.CASE_INSENSITIVE))
                        .foregroundColor(getContext(), R.color.green_500)
                        .backgroundColor(getContext(), R.color.red_200)
                        .typeface(boldItalicFont)
                        .build());

        tv11.setText(formattedText11);
    }"
Java,underline text in label widget,"    private void appendTextToJLabel(JLabel jLabel, String text) {
        jLabel.setText(jLabel.getText() + "" "" + text);
    }"
Java,binomial distribution,"    public SDVariable randomBinomial(int nTrials, double p, long... shape) {
        return new BinomialDistribution(sameDiff(), nTrials, p, shape).outputVariable();
    }"
Java,get current process id,"	private ProcessDiagram buildDiagramByProcessInstanceId(Long processInstanceId) {
		ProcessInstance pi = processService.getProcessInstanceById(processInstanceId);
		long processId=0,rootId=0;
		if (pi != null) {
			processId=pi.getProcessId();
			rootId=pi.getRootId();
		}else{
			HistoryProcessInstance hpi=historyService.getHistoryProcessInstance(processInstanceId); 
			if(hpi!=null){
				processId=hpi.getProcessId();
				rootId=hpi.getProcessInstanceId();
			}else{
				throw new IllegalArgumentException(""ProcessInstance "" + processInstanceId + "" is not exist!"");				
			}
		}
		ProcessDefinition pd = processService.getProcessById(processId);
		ProcessDiagram diagram = pd.getDiagram();
		try {
			diagram = (ProcessDiagram)diagram.clone();
			resetProcessDiagramDefaultStyle(diagram);
		} catch (CloneNotSupportedException e) {
			throw new RuntimeException(e);
		}
		rebuildProcessDiagram(diagram,rootId);
		return diagram;
	}"
Java,randomly extract x items from a list,"	public <T> List<T> randomElements(List<T> elements, int count) {
		if (elements.size() >= count) {
			return extractRandomList(elements, count);
		} else {
			List<T> randomElements = new ArrayList<T>();
			randomElements.addAll(extractRandomList(elements, count % elements.size()));
			do {
				randomElements.addAll(extractRandomList(elements, elements.size()));
			} while (randomElements.size() < count);
			return randomElements;
		}
	}"
Java,heatmap from 3d coordinates,"	public List<ClassStats> caculateHistogram(int excactAge, int minAge) {
		HashMap<Klass, ClassStats> classStatsMap = new HashMap<>(2048, 0.2f);
		CollectedHeap heap = HeapUtils.getHeap();
		ObjectHeap objectHeap = HeapUtils.getObjectHeap();

		// 获取Survivor区边界
		Address fromBottom = null;
		Address fromTop = null;

		if (HeapUtils.isCMSGC(heap)) {
			DefNewGeneration youngGen = HeapUtils.getYoungGenForCMS(heap);
			ContiguousSpace from = youngGen.from();
			fromBottom = from.bottom();
			fromTop = from.top();

			from.printOn(tty);
			tty.println("""");
		} else if (HeapUtils.isParallelGC(heap)) {
			PSYoungGen psYoung = HeapUtils.getYongGenForPar(heap);
			MutableSpace from = psYoung.fromSpace();
			fromBottom = from.bottom();
			fromTop = from.top();

			from.printOn(tty);
			tty.println("""");
		} else {
			throw new IllegalArgumentException(
					""Only support CMS and Parallel GC. Unsupport heap:"" + heap.getClass().getName());
		}

		// 记录分年龄统计
		long[] ageSize = new long[50];
		int[] ageCount = new int[50];
		int maxAge = 1;

		// 遍历Survivor区
		OopHandle handle = fromBottom.addOffsetToAsOopHandle(0);

		while (handle.lessThan(fromTop)) {
			Oop obj = null;
			try {
				obj = objectHeap.newOop(handle);
			} catch (UnknownOopException ex) {
				// ok
			}

			if (obj == null) {
				throw new UnknownOopException();
			}

			long objectSize = obj.getObjectSize();

			// handle指针指向下一个对象，后面的处理如果失败，直接进入下一个循环
			handle = handle.addOffsetToAsOopHandle(objectSize);

			Klass klass = obj.getKlass();
			if (klass == null) {
				continue;
			}

			int age = obj.getMark().age();

			ageCount[age]++;
			ageSize[age] += objectSize;
			if (age > maxAge) {
				maxAge = age;
			}

			// 如果设定了精确匹配age
			if (excactAge != -1) {
				if (age != excactAge) {
					continue;
				}
			} else if (age < minAge) {
				// 否则判断age>=minAge
				continue;
			}

			ClassStats stats = HeapUtils.getClassStats(klass, classStatsMap);
			stats.survivorCount++;
			stats.survivorSize += objectSize;
		}

		tty.printf(""%n#age    #count  #bytes%n"");

		for (int i = 1; i <= maxAge; i++) {
			tty.printf(""%3d: %9d %7s%n"", i, ageCount[i], FormatUtils.toFloatUnit(ageSize[i]));
		}

		return HeapUtils.getClassStatsList(classStatsMap);
	}"
Java,aes encryption,"	public void doAESEncryption() throws Exception{
		if(!initAESDone)
			initAES();
		cipher = Cipher.getInstance(""AES/CBC/PKCS5Padding"");
		//System.out.println(secretKey.getEncoded());
		cipher.init(Cipher.ENCRYPT_MODE, secretKey);
		AlgorithmParameters params = cipher.getParameters();
		iv = params.getParameterSpec(IvParameterSpec.class).getIV();
		secretCipher = cipher.doFinal(secretPlain);
		clearPlain();
	}"
Java,create cookie,
Java,extract data from html content,"    public static Map<String, List<String>> extractHTMLheaders(String html) {
        Map<String, List<String>> hxtagsMap = new HashMap<>();
        for(int i=1;i<=6;++i) {
            hxtagsMap.put(""H""+i, new ArrayList<>());
        }
                
        Matcher m = HX_PATTERN.matcher(html);
        while (m.find()) {
            if(m.groupCount()==2) {
                String tagType = m.group(1).toUpperCase(Locale.ENGLISH);
                String content = m.group(2);
                hxtagsMap.get(tagType).add(clear(content));
            }
        }
        return hxtagsMap;
    }"
Java,how to extract zip file recursively,"  private int extractZip(ZipFile zipFile, File destFolder, Map<String, String> replaceTokens, Set<PathMatcher> extractMatchers, Set<PathMatcher> skipMatchers, Set<PathMatcher> filterMatchers, boolean overwrite, boolean writeMd5Sums) throws IOException {
    Enumeration<ZipArchiveEntry> en = zipFile.getEntries();
    int entries = 0;
    while (en.hasMoreElements()) {
      ZipArchiveEntry nextEntry = en.nextElement();
      extractEntry(zipFile.getInputStream(nextEntry), nextEntry, destFolder, replaceTokens, extractMatchers, skipMatchers, filterMatchers, overwrite, writeMd5Sums);
      entries++;
    }
    return entries;
  }"
Java,fuzzy match ranking,"    public Long zrevrank(K key, V member) {
        return await(c.zrevrank(key, member));
    }"
Java,unique elements,"	public UniqueModel unique() {
		checkReadOnly();
		UniqueModel unique = new UniqueModel();
		unique.setTableModel(this);
		getUniqueConsts().add(unique);
		return unique;
	}"
Java,k means clustering,"	protected static Clustering cleanUpKMeans(Clustering kMeansResult, ArrayList<CFCluster> microclusters) {
		/* Convert k-means result to CFClusters */
		int k = kMeansResult.size();
		CFCluster[] converted = new CFCluster[k];

		for (CFCluster mc : microclusters) {
		    // Find closest kMeans cluster
		    double minDistance = Double.MAX_VALUE;
		    int closestCluster = 0;
		    for (int i = 0; i < k; i++) {
		    	double distance = distance(kMeansResult.get(i).getCenter(), mc.getCenter());
				if (distance < minDistance) {
				    closestCluster = i;
				    minDistance = distance;
				}
		    }

		    // Add to cluster
		    if ( converted[closestCluster] == null ) {
		    	converted[closestCluster] = (CFCluster)mc.copy();
		    } else {
		    	converted[closestCluster].add(mc);
		    }
		}

		// Clean up
		int count = 0;
		for (int i = 0; i < converted.length; i++) {
		    if (converted[i] != null)
			count++;
		}

		CFCluster[] cleaned = new CFCluster[count];
		count = 0;
		for (int i = 0; i < converted.length; i++) {
		    if (converted[i] != null)
			cleaned[count++] = converted[i];
		}

		return new Clustering(cleaned);
	}"
Java,how to reverse a string,"  @SuppressWarnings(""unchecked"") // how to explain?
  @Override
  public <S extends T> Ordering<S> reverse() {
    return (Ordering<S>) forwardOrder;
  }"
Java,initializing array,"    private void init(final int var) {
        // creates and/or resizes the initializations array if necessary
        if (initializations == null) {
            initializations = new int[2];
        }
        int n = initializations.length;
        if (initializationCount >= n) {
            int[] t = new int[Math.max(initializationCount + 1, 2 * n)];
            System.arraycopy(initializations, 0, t, 0, n);
            initializations = t;
        }
        // stores the type to be initialized
        initializations[initializationCount++] = var;
    }"
Java,regex case insensitive,"    public static Pattern convertObjectNameRegex(String regex) {
        String jRegex = regex.replace(""#"", ""[0-9]+"").replace(""*"", "".*"");
        return Pattern.compile(jRegex);
    }"
Java,confusion matrix,"    public static ConfusionMatrix createCumulativeMatrix(ConfusionMatrix... matrices)
    {
        ConfusionMatrix result = new ConfusionMatrix();

        for (ConfusionMatrix matrix : matrices) {
            for (Map.Entry<String, Map<String, Integer>> gold : matrix.map.entrySet()) {
                for (Map.Entry<String, Integer> actual : gold.getValue().entrySet()) {
                    result.increaseValue(gold.getKey(), actual.getKey(), actual.getValue());
                }
            }
        }

        return result;
    }"
Java,set working directory,"    public void setWorkDir(String dir) throws IOException
    {
        File workDir = new File(dir);

        if (!workDir.exists() || !workDir.canWrite() || !workDir.canRead())
        {
            throw new IOException(""Cannot access directory ""+dir);
        }
        _workDir = workDir;
    }"
Java,hash set for counting distinct elements,"    public NumberExpression<Long> countDistinct() {
        if (countDistinct == null) {
            countDistinct = Expressions.numberOperation(Long.class, Ops.AggOps.COUNT_DISTINCT_AGG, mixin);
        }
        return countDistinct;
    }"
Java,matrix multiply,"    public Matrix multiply(Matrix m) throws MatrixException
    {
        // Validate m's dimensions.
        if (nCols != m.nRows) {
            throw new MatrixException(
                                MatrixException.INVALID_DIMENSIONS);
        }

        double pv[][] = new double[nRows][m.nCols];  // product values

        // Compute values of the product.
        for (int r = 0; r < nRows; ++r) {
            for (int c = 0; c < m.nCols; ++c) {
                double dot = 0;
                for (int k = 0; k < nCols; ++k) {
                    dot += values[r][k] * m.values[k][c];
                }
                pv[r][c] = dot;
            }
        }

        return new Matrix(pv);
    }"
Java,read properties file,"  private synchronized void readProperties() {
    try {
      propertyFileURI = CatalogManager.class.getResource(""/""+propertyFile);
      InputStream in =
	CatalogManager.class.getResourceAsStream(""/""+propertyFile);
      if (in==null) {
	if (!ignoreMissingProperties) {
	  System.err.println(""Cannot find ""+propertyFile);
	  // there's no reason to give this warning more than once
	  ignoreMissingProperties = true;
	}
	return;
      }
      resources = new PropertyResourceBundle(in);
    } catch (MissingResourceException mre) {
      if (!ignoreMissingProperties) {
	System.err.println(""Cannot read ""+propertyFile);
      }
    } catch (java.io.IOException e) {
      if (!ignoreMissingProperties) {
	System.err.println(""Failure trying to read ""+propertyFile);
      }
    }

    // This is a bit of a hack. After we've successfully read the properties,
    // use them to set the default debug level, if the user hasn't already set
    // the default debug level.
    if (verbosity == null) {
      try {
	String verbStr = resources.getString(""verbosity"");
	int verb = Integer.parseInt(verbStr.trim());
	debug.setDebug(verb);
	verbosity = new Integer(verb);
      } catch (Exception e) {
	// nop
      }
    }
  }"
Java,find int in string,"    protected Find addRange(Find find, Integer start, Integer count) {
        if (start != null) {
            find = find.skip(start);

            if (count != null) {
                find = find.limit(count);
            }
        }

        return find;
    }"
Java,extract data from html content,"  @Nonnull
  private static String extractNote(@Nonnull final Element topic) {
    final StringBuilder result = new StringBuilder();

    for (final Element note : Utils.findDirectChildrenForName(topic, ""notes"")) {
      final String plain = extractTextContentFrom(note, ""plain"");
      final String html = extractTextContentFrom(note, ""html"");

      if (result.length() > 0) {
        result.append('\n');
      }

      if (!plain.isEmpty()) {
        result.append(plain);
      } else if (!html.isEmpty()) {
        result.append(html);
      }
    }

    return result.toString();
  }"
Java,format date,"    private String formatDate(@NonNull Calendar date) {
        if(customDateFormat == null)
            return DateUtils.formatDateTime(getContext(), date.getTimeInMillis(), DateUtils.FORMAT_SHOW_DATE);
        else
            return customDateFormat.format(date.getTime());
    }"
Java,create cookie,"    private void dealWithCookie(boolean create) {
        if (!requestConfig.isDisableCookie()) {
            String cookieHeader = header.get(""Cookie"");
            if (cookieHeader != null) {
                cookies = Cookie.saxToCookie(cookieHeader);
                String jsessionid = Cookie.getJSessionId(cookieHeader);
                if (jsessionid != null) {
                    session = SessionUtil.getSessionById(jsessionid);
                }
            }
            if (create && session == null) {
                if (cookies == null) {
                    cookies = new Cookie[1];
                } else {
                    cookies = new Cookie[cookies.length + 1];
                }
                Cookie cookie = new Cookie(true);
                String jsessionid = UUID.randomUUID().toString();
                cookie.setName(Cookie.JSESSIONID);
                cookie.setPath(""/"");
                cookie.setValue(jsessionid);
                cookies[cookies.length - 1] = cookie;
                session = new HttpSession(jsessionid);
                SessionUtil.sessionMap.put(jsessionid, session);
                LOGGER.info(""create a cookie "" + cookie.toString());
            }
        }
    }"
Java,get inner html,
Java,how to get database table name,"  public static String buildCreatePropertyTableSQL(DBNameResolver dbNameResolver) {
    StringBuilder sqlBuilder = new StringBuilder(""CREATE TABLE IF NOT EXISTS "");
    sqlBuilder.append(dbNameResolver.getTableName(TableName.LOGGING_EVENT_PROPERTY)).append("" ("")
        .append(dbNameResolver.getColumnName(ColumnName.EVENT_ID)).append("" BIGINT NOT NULL, "")
        .append(dbNameResolver.getColumnName(ColumnName.MAPPED_KEY)).append("" VARCHAR(254) NOT NULL, "")
        .append(dbNameResolver.getColumnName(ColumnName.MAPPED_VALUE)).append("" VARCHAR(254) NOT NULL, "")
        .append(""PRIMARY KEY ("")
        .append(dbNameResolver.getColumnName(ColumnName.EVENT_ID)).append("", "")
        .append(dbNameResolver.getColumnName(ColumnName.MAPPED_KEY)).append(""), "")
        .append(""FOREIGN KEY ("")
        .append(dbNameResolver.getColumnName(ColumnName.EVENT_ID)).append("") "")
        .append(""REFERENCES "")
        .append(dbNameResolver.getTableName(TableName.LOGGING_EVENT)).append("" ("")
        .append(dbNameResolver.getColumnName(ColumnName.EVENT_ID)).append("") "")
        .append("")"");
    return sqlBuilder.toString();
  }"
Java,how to get database table name,"	protected String getRealTableName(String schema, String tableName) throws DatabaseException{
		StringBuffer sql = new StringBuffer();

//		SQL sql1 = SELECT(""c.relname"")
//				.FROM(""pg_catalog.pg_class"").AS(""c"")
//				.FIELD(""pg_class.relname"")
//				.LEFT_JOIN(""pg_catalog.pg_namespace"").AS(""n"")
//				.ON(""n.oid"",""c.relnamespace"")
//				.WHERE(LOWER(""c.relname"")).EQUAL_TO(LOWER(tableName));

		sql.append(""SELECT ""+
				"" c.relname as \""Table\""""+
				"" FROM""+
				"" pg_catalog.pg_class c"" +
				"" LEFT JOIN pg_catalog.pg_namespace n ON n.oid = c.relnamespace""+
				"" WHERE lower(c.relname) = lower(?)"");
		if(schema != null){
			sql.append("" AND n.nspname = lower(?)"");
		}
		sql.append("" ORDER BY c.relname"");
		Object[] parameters = null;
		if(schema != null){
			parameters = new Object[2];
			parameters[0] = tableName;
			parameters[1] = schema;
		}else{
			parameters = new Object[1];
			parameters[0] = tableName;
		}

		try {
			ResultSet rs = executeSelectSQL(sql.toString(), parameters);
			if(rs != null){
				if(rs.next()){
					String realTableName = rs.getString(1);
					return realTableName;
				}
			}
		} catch (SQLException e) {
			//System.err.println(sql+""[""+(parameters!=null?Arrays.asList(parameters):"""")+""]"");
			e.printStackTrace();
			throw new DatabaseException();
		}
		return null;

	}"
Java,how to reverse a string,"    public static String reverseString(String str) {
        StringBuilder stringBuffer = new StringBuilder(str);
        return stringBuffer.reverse().toString();
    }"
Java,k means clustering,"	public static double kMeans(List<double[]> centroids, List<double[]> input) {
		int k = centroids.size();
		assert (k > 0);
		int d = centroids.get(0).length;
		int size = input.size();

		double[][] center = new double[k][];
		Iterator<double[]> iIter = centroids.iterator();
		for (int i = 0; i < k; i++) {
			center[i] = iIter.next();
		}

		double[][] newCenter = new double[k][d];
		double[] newCenterWeight = new double[k];
		int[] nearestCluster = new int[size];
		boolean converged;
		do {
			for (int i = 0; i < k; i++) {
				for (int j = 0; j < d; j++) {
					newCenter[i][j] = 0.0;
				}
				newCenterWeight[i] = 0.0;
			}
			Iterator<double[]> lIter = input.iterator();
			for (int l = 0; l < size; l++) {
				// Calculates the distance from all points to all centroids
				double[] point = lIter.next();
				assert (d == point.length - 1);
				double minDistance = Double.POSITIVE_INFINITY;
				int closestCluster = -1;
				for (int i = 0; i < k; i++) {
					double distance = Metric.distance(center[i], point, 1);
					if (distance < minDistance) {
						closestCluster = i;
						minDistance = distance;
					}
				}

				// Sums up all points for the new centroids
				assert (closestCluster >= 0 && closestCluster < k);
				for (int j = 0; j < d; j++) {
					newCenter[closestCluster][j] += point[0] * point[j + 1];
				}
				newCenterWeight[closestCluster] += point[0];
				nearestCluster[l] = closestCluster;
			}

			// Calculates the new centroids
			converged = true;
			for (int i = 0; i < k; i++) {
				for (int j = 0; j < d; j++) {
					if (newCenterWeight[i] != 0.0) {
						double newValue = newCenter[i][j] / newCenterWeight[i];
						if (newValue != center[i][j]) {
							converged = false;
						}
						center[i][j] = newValue;
					}
				}
			}
		} while (!converged);
		// Replaces the old centroids with the new ones
		for (int i = 0; i < k; i++) {
			centroids.set(i, center[i]);
		}

		// Calculates the costs of the solution
		double costs = 0.0;
		Iterator<double[]> lIter = input.iterator();
		for (int l = 0; l < size; l++) {
			double[] point = lIter.next();
			costs += point[0]
					* Metric.distanceSquared(center[nearestCluster[l]], point,
							1);
		}
		return costs;
	}"
Java,extract data from html content,"	public ExtractResult extract(String content, String selector, int amount) {

		List<Element> extracted = extractElements(content, selector, amount);

		if (extracted.size() > 1) {

			// first element is the remaining body, the rest are extracted
			Element body = extracted.get(0);
			List<Element> elements = extracted.subList(1, extracted.size());

			// convert to HTML
			List<String> elementStr = new ArrayList<String>();
			for (Element el : elements) {
				elementStr.add(el.outerHtml());
			}

			return new DefaultExtractResult(elementStr, body.html());
		} else {
			// nothing to extract
			return new DefaultExtractResult(Collections.<String> emptyList(), content);
		}
	}"
Java,how to read .csv file in an efficient way?,"    public TableData readCsv(String file) {

        List<String> allLines = new ArrayList<String>();
        try {
            // csvファイルの読み込み
            String text = IOUtils.toString(FileIOUtils.getInputStream(file),
                    FileIOUtils.getFileEncoding());

            // 改行コードでsplitしリストに格納
            for (String line : FileIOUtils.splitToLines(text)) {
                allLines.add(line);
            }

        } catch (IOException e) {
            throw new IllegalStateException(e);
        }

        TableData tableData = new TableData();

        // データヘッダをリストから除外し、schemaに設定
        Map<String, Integer> schema = retriveSchema(allLines.remove(0));
        LOG.debug(MessageManager.getMessage(""header""), schema);

        for (int i = 0; i < allLines.size(); i++) {
            RowData row = readRow(schema, allLines.get(i));
            tableData.add(row);

            LOG.debug(MessageManager.getMessage(""row.loaded""), i + 1,
                    FileIOUtils.escapeReturn(row));
        }

        LOG.info(MessageManager.getMessage(""csv.loaded""), tableData.getRowCount());

        return tableData;
    }"
Java,convert a date string into yyyymmdd,"	@Override
	public String getRequestValue(final Request request) {
		if (isPresent(request)) {
			// User entered a valid date
			String dateParam = request.getParameter(getId() + ""-date"");
			if (dateParam == null) {
				return null;
			}

			// Validate Transfer Date Format - YYYY-MM-DD
			if (dateParam.length() != INTERNAL_DATE_TOTAL_CHARS || dateParam.charAt(
					INTERNAL_DASH1_POS) != '-'
					|| dateParam.charAt(INTERNAL_DASH2_POS) != '-') {
				LOG.warn(""Date parameter is not in the format yyyy-MM-dd ("" + dateParam
						+ "") and will be treated as null."");
				return null;
			}

			// Transform YYYY-MM-DD to YYYYMMDD
			StringBuffer buf = new StringBuffer(DATE_TOTAL_CHARS);
			buf.append(dateParam.substring(INTERNAL_YEAR_START, INTERNAL_YEAR_END));
			buf.append(dateParam.substring(INTERNAL_MONTH_START, INTERNAL_MONTH_END));
			buf.append(dateParam.substring(INTERNAL_DAY_START, INTERNAL_DAY_END));

			String dateFormat = buf.toString();

			// Validate the date
			if (!isValidPartialDateStringFormat(dateFormat, THEME_PADDING_CHAR)) {
				LOG.warn(""Date parameter (""
						+ dateParam
						+ "") could not be transformed from YYYY-MM-DD to the format YYYYMMDD and will be treated as null."");
				return null;
			}

			// Convert from Theme padding character to the correct padding character
			return dateFormat.replace(THEME_PADDING_CHAR, getPaddingChar());
		} else {
			return getValue();
		}
	}"
Java,regex case insensitive,"    public boolean isCaseSensitive() {
        switch (getJcrType()) {
            case PropertyType.DOUBLE:
            case PropertyType.LONG:
            case PropertyType.DECIMAL:
            case PropertyType.WEAKREFERENCE:
            case PropertyType.REFERENCE: // conversion is case-insensitive
            case PropertyType.BOOLEAN: // conversion is case-insensitive
                return false;
        }
        return true;
    }"
